CADD_Score,Fathmm_XF_Score,EncodetotalRNA-max,PhyloP,DP_AL,mRNA_expression,RNAplfold_MeanDiff,GerpN,priPhCons,RNAsnp_pValue,EncodeH3K79me2-sum,3mer_AAC,Fathmm-MKL_Score,3mer_TTC,EncodeH3K27me3-max,bStatistic,DP_DL,Roulette-MR,EncodeH3K36me3-sum,GC,DP_DG,DP_AG,2mer_AA,3mer_TGG,Sngl1000bp,EncodeH3K9me3-sum,2mer_AC,2mer_CT,3mer_GGA,EncodeDNase-sum,3mer_GGC,EncodeH2AFZ-sum,3mer_TTA,EncodeH3K4me1-sum,GerpS,3mer_GCA,3mer_GAT,2mer_AG,3mer_CTT,3mer_CAG,EncodeH3K27ac-max,EncodeH3K4me2-sum,EncodeH4K20me1-max,2mer_GA,3mer_TGT,2mer_TT,DS_AG,2mer_CC,CpG,3mer_GGG,Label
0.47350473551439853,0.6411956746610421,0.004969911884805502,0.7682821081029001,0.6799999999999999,0.3486220334949206,0.3078132550876735,0.9999999999999999,0.9949899799599198,0.42959379094849315,0.015346735024284944,0.11111111474074072,0.9889418081943774,0.3636363676859504,0.013639315869235766,0.1267605633802817,0.04999999999999999,0.003322259293889858,0.14159395678397843,0.4098360655737705,0.06,0.2,0.15909090990909092,0.1428571488571429,0.44493392070484583,0.06785034876347495,0.35714286168877557,0.5,0.2499999969375,0.004449388209121247,0.39999999608,0.02639483025393647,0.3333333333333333,0.030739227340267457,1.0,0.0,0.2727272735371901,0.36363636486363643,0.10000000392000001,0.11111111474074072,0.021621621621621623,0.008166353579628468,0.04187889077532542,0.31818181981818183,0.25,0.2571428570620408,0.0,0.16666666483333337,0.06103286384976526,0.0,1
0.7952235820853295,0.13913745515463138,0.03876531270148292,0.6849407457365835,0.72,0.48657180635167285,0.5287874462688821,0.9999999999999999,0.9979959919839678,0.012196351174276787,0.023677819751753915,0.3333333333333333,0.9862055486406139,0.09090909414876033,0.037453994371075994,0.4014084507042254,0.26,0.01328903717555943,0.1935937225507993,0.517304189435337,0.73,0.2,0.2727272725227273,0.2857142837142857,0.39207048458149785,0.13519340519974635,0.6428571453826532,0.611111109888889,0.37500000153125,0.015572858731924363,0.20000000784000002,0.08946937289523983,0.22222221859259259,0.07336552748885587,0.9526748971193415,0.0,0.3636363676859504,0.2727272747727273,0.5,0.3333333333333333,0.05645645645645646,0.012106032143602586,0.05206564799094511,0.4090909099090909,0.0,0.17142857231755104,0.0,0.16666666483333337,0.18779342723004697,0.10000000392000001,1
0.35615591150571985,0.03784015622082843,0.00016118633139909736,0.3886694286540129,0.8200000000000001,0.594698474164585,0.47866967149642886,0.5137614678899082,0.1813627254509018,0.339280314484427,0.0042835941716136,0.11111111474074072,0.16059580508779692,0.09090909414876033,0.023814678501840228,0.03219315895372234,0.09999999999999998,0.06549596893668576,0.04415295426597177,0.27686703096539156,0.49,0.37,0.13636363738636365,0.1428571488571429,0.37885462555066085,0.006848446417247939,0.42857143261224495,0.3333333351666667,0.12500000459375002,0.0033370411568409354,0.0,0.03212887958496404,0.3333333333333333,0.013465824665676078,0.7196502057613168,0.0,0.09090909414876033,0.2727272747727273,0.19999999804,0.11111111474074072,0.018618618618618618,0.007227092465038613,0.029428409734012454,0.22727272972727275,0.4166666639444445,0.4285714293795918,0.0,0.0,0.0,0.10000000392000001,1
0.5316032966758498,0.9143601051563973,0.0019879647539222008,0.8439155988052799,0.72,0.5183478261189227,0.649538949085045,0.9862385321100917,0.9989979959919839,0.43906864227396436,0.01760658391797086,0.0,0.9904950983921902,0.18181817938842976,0.024247672656419143,0.7806841046277667,0.49,0.01328903717555943,0.21039995315336418,0.44626593806921677,0.35,0.69,0.20454545495454546,0.0,0.24669603524229078,0.08167406467977172,0.5000000035357143,0.3888888901111111,0.12500000459375002,0.01612903225806452,0.0,0.04951306089014289,0.22222221859259259,0.03714710252600298,0.9953703703703702,0.2857142837142857,0.0,0.5454545450454547,0.30000000196,0.5555555519259259,0.02918918918918919,0.008609893550407012,0.04980192416525185,0.36363636486363643,0.33333333605555554,0.22857142881387757,0.0,0.2222222197777778,0.0,0.0,1
0.3765104704676004,0.4589229038101534,0.017881667969067414,0.5554518770447185,0.4898608017817372,0.5106133781010193,0.5149311377585293,0.9999999999999999,0.9949899799599198,0.15573026912609617,0.00762277388019428,0.11111111474074072,0.8935841914147284,0.3636363676859504,0.7495128815760987,0.8340040241448693,0.497271714922049,0.04366397929112384,0.028635006148620953,0.6502732240437159,0.5078285077951002,0.48628619153674835,0.13636363738636365,0.4285714325714286,0.5066079295154186,0.25136334812935957,0.2857142836938776,0.3888888901111111,0.0,0.06507230255839823,0.60000000392,0.11295167015563848,0.11111111474074072,0.13410104011887072,0.9403292181069958,0.2857142837142857,0.09090909414876033,0.04545454504545455,0.19999999804,0.11111111474074072,0.011651651651651652,0.0393706950532248,0.08856819468024903,0.1818181801818182,0.33333333605555554,0.22857142881387757,0.019671492204899776,0.1111111098888889,0.5633802816901409,0.0,1
0.7413399851128258,0.06916606536449003,0.0025789813023855577,0.7204933037864919,0.78,0.5118697903163536,0.04482638048432226,0.9984709480122324,0.9969939879759518,0.9917347041628869,0.04084592552617378,0.0,0.9844465246417659,0.09090909414876033,0.017752760337735443,0.7585513078470826,0.91,0.0,0.19160274052819581,0.33697632058287796,0.7,0.32999999999999996,0.3181818175681818,0.0,0.4493392070484582,0.08421052631578947,0.35714286168877557,0.1111111098888889,0.2499999969375,0.011123470522803117,0.0,0.038955128788568306,0.11111111474074072,0.0475482912332838,0.9994855967078189,0.4285714325714286,0.09090909414876033,0.31818181981818183,0.10000000392000001,0.3333333333333333,0.019459459459459455,0.013749739094134832,0.08998302207130732,0.4090909099090909,0.25,0.14285714406938776,0.0,0.1111111098888889,0.18779342723004697,0.0,1
0.523027840315326,0.9543679767485278,0.0012357618740597464,0.8790827632719914,0.6,0.5754331102957237,0.38209033397519854,0.9999999999999999,0.9919839679358716,0.613748614051003,0.1625067458175931,0.3333333333333333,0.9572588028350117,0.09090909414876033,0.7250487118423903,0.23843058350100604,0.46,0.023255815057229005,0.0543420975581191,0.5664845173041895,0.16999999999999998,0.55,0.38636363738636365,0.1428571488571429,0.36563876651982385,0.16867469879518074,0.6428571453826532,0.3333333351666667,0.2499999969375,0.0656284760845384,0.0,0.1104032037862929,0.22222221859259259,0.21601040118870726,1.0,0.1428571488571429,0.09090909414876033,0.36363636486363643,0.0,0.5555555519259259,0.09609609609609608,0.12515654351909827,0.09960384833050369,0.2727272747727273,0.0,0.14285714406938776,0.0,0.16666666483333337,0.3145539906103287,0.10000000392000001,1
0.3583841650102219,0.003572491813039595,0.017881667969067414,0.3749879564505251,0.6799999999999999,0.745568680426653,0.24513187161769417,0.9234795494754418,0.7394194442568746,0.5375466182844472,0.0527040898154332,0.11111111474074072,0.9478567681277195,0.09090909414876033,0.04072089563404166,0.6694407130461856,0.28,0.046178704458256344,0.1888618637311944,0.4196373864947327,0.6799999999999999,0.03999999999999998,0.4318181824318182,0.4285714325714286,0.37504560012277444,0.0875628903625697,0.35714286168877557,0.27777778022222227,0.12500000459375002,0.02426326859782652,0.20000000784000002,0.06287306887840086,0.11111111474074072,0.08675421028830234,0.8015862934877894,0.1428571488571429,0.0,0.5454545450454547,0.10000000392000001,0.22222221859259259,0.033826237666237664,0.027714154935300713,0.07752346539037243,0.31818181981818183,0.08333333605555555,0.0857142847444898,0.02,0.16666666483333337,0.10415242262637313,0.0,0
0.20466622277247593,0.040903012902346846,0.0001880507199656136,0.24144907987282008,0.14,0.5798132811135217,0.4764862327421538,0.6666666666666666,0.27955911823647295,0.7343009777240198,0.03666351861845656,0.22222221859259259,0.14751113534198101,0.09090909414876033,0.027928122970339902,0.14386317907444668,0.43,0.10583768893391975,0.3934531826433214,0.4207650273224044,0.4,0.06,0.13636363738636365,0.2857142837142857,0.29074889867841414,0.12910589727330374,0.35714286168877557,0.44444444505555564,0.0,0.019466073414905454,0.39999999608,0.05588422681350687,0.444444448074074,0.12165676077265973,0.6319958847736625,0.4285714325714286,0.0,0.2727272747727273,0.19999999804,0.444444448074074,0.029309309309309313,0.018811312878313502,0.03282399547255235,0.0909090900909091,0.08333333605555555,0.45714285762775514,0.0,0.27777778022222227,0.1267605633802817,0.10000000392000001,0
0.10670206448703654,0.028138923509317237,0.0045669460563077585,0.3742171692841314,0.64,0.6020470222813824,0.13461101270769263,0.9999999999999999,0.00501002004008016,0.8064711218627154,0.027084457636265522,0.444444448074074,0.22655406169956693,0.18181817938842976,0.017536263260445988,0.8289738430583502,0.19,0.06549596893668576,0.13720208467529424,0.3497267759562842,0.44,0.81,0.38636363738636365,0.0,0.2422907488986784,0.2121750158528852,0.9285714290765307,0.16666666483333337,0.37500000153125,0.02002224694104561,0.20000000784000002,0.032219896241012104,0.444444448074074,0.07958766716196136,0.615432098765432,0.2857142837142857,0.18181817938842976,0.4090909099090909,0.19999999804,0.3333333333333333,0.02990990990990991,0.017115424754748483,0.07724957555178269,0.31818181981818183,0.08333333605555555,0.20000000056571426,0.0,0.05555555494444445,0.06103286384976526,0.0,1
